"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2026-01-01 ~ 2026-06-22"
"실거래구분 : 아파트(전월세)"
"주소구분 : 지번주소"
"시도 : 충청남도"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전월세구분","전용면적(㎡)","계약년월","계약일","보증금(만원)","월세금(만원)","층","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)","주택유형"
"11585","충청남도 서산시 성연면 일람리","1134","1134","0000","서산테크노밸리예다음아파트","전세","66.9260","202602","24","16,900","0","22","2023","성연4로 10","202604~202804","갱신","-","16,900","0","아파트"
"11586","충청남도 서산시 성연면 일람리","1134","1134","0000","서산테크노밸리예다음아파트","전세","66.9260","202602","24","16,900","0","17","2023","성연4로 10","202604~202804","갱신","-","16,900","0","아파트"
"11587","충청남도 논산시 강경읍 산양리","249-2","0249","0002","금강빌리지아파트","월세","39.6000","202602","24","500","40","13","2001","동안로 96","202602~202802","신규","-","","","아파트"
"11588","충청남도 논산시 강경읍 산양리","495","0495","0000","논산강경성진더포레","전세","84.7128","202602","24","22,914","0","8","2025","잣디길 7","202602~202802","신규","-","","","아파트"
"11589","충청남도 계룡시 두마면 농소리","972","0972","0000","계룡대실 리슈빌","월세","59.9800","202602","24","2,000","80","17","2021","농소로 64","202603~202803","신규","-","","","아파트"
"11590","충청남도 천안시 서북구 두정동","2045","2045","0000","두정역이안더센트럴","월세","102.5030","202602","24","2,000","110","1","2011","천안대로 999-7","202604~202804","신규","-","","","아파트"
"11591","충청남도 천안시 서북구 두정동","1332","1332","0000","더리치빌2","전세","24.0200","202602","24","4,500","0","3","2013","두정상가3길 20","202603~202802","신규","-","","","아파트"
"11592","충청남도 천안시 서북구 성정동","1270","1270","0000","프라지움6차","월세","33.5730","202602","24","500","63","7","2016","성정공원6길 1-12","202603~202703","신규","-","","","아파트"
"11593","충청남도 보령시 명천동","389","0389","0000","명천주공4","월세","39.9900","202602","24","300","45","11","1997","주공로 65","202602~202702","신규","-","","","아파트"
"11594","충청남도 서산시 동문동","1266","1266","0000","동문한성필하우스","월세","84.9729","202602","24","3,000","115","17","2018","서령로 36","202605~202705","신규","-","","","아파트"
"11595","충청남도 천안시 서북구 직산읍 부송리","60-3","0060","0003","청호4차","월세","59.5500","202602","24","2,000","30","4","1992","송기길 23","202602~202702","신규","-","","","아파트"
"11596","충청남도 천안시 동남구 신방동","920","0920","0000","초원그린타운","월세","39.2700","202602","24","500","45","8","1998","신촌4로 16","202602~202802","신규","-","","","아파트"
"11597","충청남도 보령시 명천동","389","0389","0000","명천주공4","월세","39.9900","202602","24","500","40","12","1997","주공로 65","202603~202703","신규","-","","","아파트"
"11598","충청남도 당진시 석문면 삼봉리","1156-1","1156","0001","삼봉유림","전세","59.8100","202602","24","5,500","0","8","2000","대호로 1523","202603~202803","신규","-","","","아파트"
"11599","충청남도 당진시 채운동","1125","1125","0000","신당진이안","전세","122.8700","202602","24","15,000","0","7","2010","운곡로 197-8","202604~202804","신규","-","","","아파트"
"11600","충청남도 천안시 동남구 오룡동","123-9","0123","0009","씨타운","월세","26.7200","202602","24","500","40","2","2014","동리길 22-1","202603~202703","신규","-","","","아파트"
"11601","충청남도 당진시 송악읍 중흥리","887","0887","0000","당진송악경남아너스빌","월세","72.4360","202602","24","1,000","70","9","2021","중흥1길 50","202602~202802","신규","-","","","아파트"
"11602","충청남도 아산시 장존동","305","0305","0000","청솔","월세","39.9940","202602","24","300","34","2","2004","외암로 1247","202602~202802","신규","-","","","아파트"
"11603","충청남도 아산시 장존동","305","0305","0000","청솔","월세","39.9940","202602","24","300","35","13","2004","외암로 1247","202602~202802","신규","-","","","아파트"
"11604","충청남도 아산시 모종동","625","0625","0000","대림이편한세상","월세","84.9400","202602","24","2,000","85","5","2006","문화로 355","202604~202609","신규","-","","","아파트"
"11605","충청남도 아산시 풍기동","229-71","0229","0071","주은","전세","59.5200","202602","24","12,500","0","12","2000","어의정로183번길 14","202604~202804","신규","-","","","아파트"
"11606","충청남도 서산시 읍내동","624-5","0624","0005","부영","전세","49.7200","202602","24","6,379","0","11","1996","부춘1로 19","202603~202703","갱신","-","6,076","0","아파트"
"11607","충청남도 당진시 대덕동","1877","1877","0000","중흥S-클래스포레힐","월세","84.9637","202602","24","17,500","13","10","2024","대덕1로 102-57","202605~202805","갱신","-","17,500","12","아파트"
"11608","충청남도 천안시 서북구 성성동","696","0696","0000","천안레이크타운푸르지오","전세","84.9100","202602","24","31,500","0","24","2017","성성6로 111","202604~202804","갱신","사용","30,000","0","아파트"
"11609","충청남도 천안시 서북구 성성동","697","0697","0000","천안레이크타운2차푸르지오","월세","74.8041","202602","24","3,000","140","20","2018","성성9로 14","202604~202809","신규","-","","","아파트"
"11610","충청남도 천안시 서북구 성성동","697","0697","0000","천안레이크타운2차푸르지오","전세","84.9077","202602","24","35,000","0","35","2018","성성9로 14","202604~202804","신규","-","","","아파트"
"11611","충청남도 당진시 대덕동","1877","1877","0000","중흥S-클래스포레힐","월세","84.9637","202602","24","9,140","35","18","2024","대덕1로 102-57","202605~202805","갱신","-","9,140","34","아파트"
"11612","충청남도 당진시 대덕동","1808","1808","0000","한성필하우스","월세","76.0261","202602","24","2,000","75","13","2016","남부로 200","202604~202804","신규","-","","","아파트"
"11613","충청남도 천안시 동남구 신방동","2191","2191","0000","신방삼부르네상스","전세","75.9828","202602","24","22,000","0","10","2023","풍세로 678-22","202603~202803","신규","-","","","아파트"
"11614","충청남도 천안시 동남구 신방동","920","0920","0000","초원그린타운","월세","39.2700","202602","24","1,000","40","7","1998","신촌4로 16","202603~202803","신규","-","","","아파트"
"11615","충청남도 아산시 방축동","773","0773","0000","삼일파라뷰더스테이","전세","59.9123","202602","24","15,985","0","2","2020","실옥로 15","202605~202804","신규","-","","","아파트"
"11616","충청남도 천안시 서북구 직산읍 모시리","206-13","0206","0013","우성8차","월세","49.7100","202602","24","500","35","1","1995","자은가리1길 68","202603~202703","신규","-","","","아파트"
"11617","충청남도 서산시 석림동","969","0969","0000","e편한세상석림더노블","전세","84.6387","202602","24","35,000","0","14","2024","동서2로 49","202604~202804","신규","-","","","아파트"
"11618","충청남도 아산시 풍기동","514","0514","0000","아산풍기이지더원1차아파트","전세","72.1590","202602","24","22,000","0","14","2017","어의정로 184","202605~202805","신규","-","","","아파트"
"11619","충청남도 천안시 동남구 목천읍 신계리","134-3","0134","0003","목천이수프라임","월세","55.1000","202602","24","1,000","40","11","2000","충절로 892","202604~202804","신규","-","","","아파트"
"11620","충청남도 천안시 서북구 와촌동","186","0186","0000","천안역사동아라이크텐","전세","84.8895","202602","24","28,000","0","44","2021","천안천4길 20","202603~202710","갱신","-","31,000","0","아파트"
"11621","충청남도 천안시 동남구 신부동","451-8","0451","0008","스카이타워","월세","21.0800","202602","24","500","50","16","2014","먹거리11길 5","202602~202702","신규","-","","","아파트"
"11622","충청남도 천안시 동남구 신부동","451-8","0451","0008","스카이타워","월세","21.7700","202602","24","500","42","20","2014","먹거리11길 5","202602~202702","신규","-","","","아파트"
"11623","충청남도 천안시 서북구 백석동","890","0890","0000","그린빌2","월세","74.3700","202602","24","1,000","60","1","2004","백석3로 91","202604~202804","신규","-","","","아파트"
"11624","충청남도 천안시 서북구 백석동","1178","1178","0000","백석2차아이파크","전세","106.7213","202602","24","40,000","0","4","2014","한들3로 35-23","202604~202804","신규","-","","","아파트"
"11625","충청남도 서산시 읍내동","624-5","0624","0005","부영","월세","49.7200","202602","24","500","40","9","1996","부춘1로 19","202603~202703","신규","-","","","아파트"
"11626","충청남도 아산시 온천동","1052","1052","0000","경남아너스빌","전세","84.9500","202602","24","9,000","0","2","1996","문화로 115","202603~202803","신규","-","","","아파트"
"11627","충청남도 아산시 온천동","260-28","0260","0028","아산칸타빌센트럴시티","전세","59.9817","202602","24","18,500","0","24","2024","아산로17번길 5","202605~202805","신규","-","","","아파트"
"11628","충청남도 천안시 서북구 와촌동","186","0186","0000","천안역사동아라이크텐","월세","65.6685","202602","24","2,000","100","30","2021","천안천4길 20","202603~202803","신규","-","","","아파트"
"11629","충청남도 천안시 서북구 와촌동","186","0186","0000","천안역사동아라이크텐","월세","84.9864","202602","24","2,000","120","13","2021","천안천4길 20","202603~202803","신규","-","","","아파트"
"11630","충청남도 천안시 서북구 와촌동","173","0173","0000","신동아파밀리에","월세","84.9816","202602","24","2,000","70","3","2005","천안천4길 18-10","202603~202803","신규","-","","","아파트"
"11631","충청남도 서산시 예천동","1334","1334","0000","e편한세상서산예천","전세","59.9848","202602","24","25,000","0","4","2017","동서1로 230","202604~202804","신규","-","","","아파트"
"11632","충청남도 서산시 예천동","1334","1334","0000","e편한세상서산예천","월세","59.9885","202602","24","2,000","60","14","2017","동서1로 230","202603~203003","신규","-","","","아파트"
"11633","충청남도 아산시 권곡동","205-1","0205","0001","청솔","월세","58.2000","202602","24","8,500","10","8","2002","문화로 257-17","-","-","-","","","아파트"
"11634","충청남도 아산시 권곡동","205-1","0205","0001","청솔","월세","58.2000","202602","24","8,500","10","8","2002","문화로 257-17","202604~202804","신규","-","","","아파트"
"11635","충청남도 천안시 서북구 불당동","787","0787","0000","대원칸타빌","월세","133.8520","202602","24","5,000","130","8","2004","불당11로 82","202603~202803","신규","-","","","아파트"
"11636","충청남도 천안시 동남구 용곡동","596","0596","0000","용곡한라비발디","전세","84.9434","202602","24","26,000","0","16","2010","용곡2길 43-11","202604~202804","신규","-","","","아파트"
"11637","충청남도 천안시 서북구 불당동","1463","1463","0000","천안불당엘에이치1단지","월세","26.4800","202602","24","4,911","7","9","2019","불당24로 9","202604~202803","갱신","-","3,118","17","아파트"
"11638","충청남도 아산시 권곡동","620","0620","0000","아산더샵퍼스트타워","월세","99.5006","202602","24","2,000","50","11","2009","권곡로 47","202604~202804","신규","-","","","아파트"
"11639","충청남도 천안시 동남구 용곡동","617","0617","0000","천안용곡두산위브","전세","84.9880","202602","24","26,500","0","18","2025","풍세로 801","202603~202803","신규","-","","","아파트"
"11640","충청남도 천안시 서북구 성환읍 율금리","773","0773","0000","두진그린힐","월세","59.9800","202602","24","500","45","11","2001","율금1길 221-34","202603~202803","신규","-","","","아파트"
"11641","충청남도 서산시 읍내동","624-5","0624","0005","부영","월세","49.7200","202602","24","500","40","9","1996","부춘1로 19","202603~202703","신규","-","","","아파트"
"11642","충청남도 서산시 읍내동","624-5","0624","0005","부영","월세","49.7200","202602","24","500","40","4","1996","부춘1로 19","202603~202803","신규","-","","","아파트"
"11643","충청남도 천안시 동남구 안서동","304-1","0304","0001","동보스타빌","월세","24.1800","202602","24","200","38","3","1996","각원사길 59-5","202602~202702","신규","-","","","아파트"
"11644","충청남도 서산시 죽성동","5-8","0005","0008","동아2","월세","46.6900","202602","24","300","35","2","1993","남부순환로 885","202603~202803","신규","-","","","아파트"
"11645","충청남도 논산시 대교동","330","0330","0000","휴먼시아","월세","51.9300","202602","24","3,821","6","3","2009","대화로 143","202602~202803","갱신","-","2,021","15","아파트"
"11646","충청남도 천안시 서북구 쌍용동","380-3","0380","0003","극동","월세","84.1750","202602","24","2,000","70","2","1991","새말3길 15","202604~202804","신규","-","","","아파트"
"11647","충청남도 천안시 서북구 성환읍 수향리","466-5","0466","0005","한미래","월세","49.8000","202602","24","500","40","2","2003","안궁1길 2","202603~202703","신규","-","","","아파트"
"11648","충청남도 천안시 서북구 성환읍 수향리","466-5","0466","0005","한미래","월세","49.8000","202602","24","500","40","2","2003","안궁1길 2","202603~202703","신규","-","","","아파트"
"11649","충청남도 천안시 서북구 쌍용동","1914","1914","0000","주공9","월세","39.6900","202602","24","500","50","10","1998","봉서산샛길 65","202603~202803","신규","-","","","아파트"
"11650","충청남도 천안시 서북구 쌍용동","657","0657","0000","일성다래","전세","71.9000","202602","24","14,400","0","17","1996","쌍용16길 41","202604~202804","신규","-","","","아파트"
"11651","충청남도 천안시 서북구 쌍용동","1914","1914","0000","주공9","전세","59.7100","202602","24","11,000","0","1","1998","봉서산샛길 65","202603~202803","갱신","-","11,000","0","아파트"
"11652","충청남도 천안시 서북구 쌍용동","889","0889","0000","대우타워","전세","59.7600","202602","24","16,000","0","5","1994","미라15길 24","202602~202802","갱신","-","16,000","0","아파트"
"11653","충청남도 아산시 좌부동","84-3","0084","0003","초원설화타운1","전세","39.7800","202602","24","3,500","0","7","1994","고불로 667","202603~202803","신규","-","","","아파트"
"11654","충청남도 천안시 서북구 쌍용동","889","0889","0000","대우타워","월세","59.7600","202602","24","1,000","65","3","1994","미라15길 24","202603~202803","신규","-","","","아파트"
"11655","충청남도 천안시 서북구 쌍용동","380-3","0380","0003","극동","월세","84.1750","202602","24","2,000","70","2","1991","새말3길 15","202604~202804","신규","-","","","아파트"
"11656","충청남도 천안시 동남구 신방동","897","0897","0000","두레현대2","월세","84.9480","202602","24","8,500","47","1","1997","서부대로 252","-","-","-","","","아파트"
"11657","충청남도 천안시 동남구 신방동","2191","2191","0000","신방삼부르네상스","전세","59.9828","202602","24","20,000","0","21","2023","풍세로 678-22","202602~202802","신규","-","","","아파트"
"11658","충청남도 아산시 용화동","356","0356","0000","주공2","전세","39.3000","202602","24","6,000","0","1","1989","시민로 277-3","-","-","-","","","아파트"
"11659","충청남도 천안시 동남구 신방동","897","0897","0000","두레현대2","월세","84.9480","202602","24","8,500","47","1","1997","서부대로 252","202604~202804","신규","-","","","아파트"
"11660","충청남도 천안시 서북구 성정동","1292","1292","0000","에프엠21","월세","20.2716","202602","24","200","38","3","2014","쌍용대로 348","202602~202702","신규","-","","","아파트"
"11661","충청남도 천안시 서북구 성정동","1345","1345","0000","프라지움7차","월세","46.7165","202602","24","3,500","45","12","2016","성정공원6길 37","202603~202702","신규","-","","","아파트"
"11662","충청남도 천안시 서북구 성정동","1345","1345","0000","프라지움7차","월세","30.4979","202602","24","2,500","40","7","2016","성정공원6길 37","202603~202703","신규","-","","","아파트"
"11663","충청남도 천안시 서북구 성정동","1345","1345","0000","프라지움7차","월세","30.4979","202602","24","500","60","7","2016","성정공원6길 37","202602~202703","신규","-","","","아파트"
"11664","충청남도 천안시 서북구 성정동","1322","1322","0000","프라지움3차","월세","34.8928","202602","24","300","62","7","2014","성정두정로 35","202602~202702","신규","-","","","아파트"
"11665","충청남도 천안시 서북구 성정동","1475","1475","0000","리슈빌디에스","월세","41.1155","202602","24","500","75","6","2016","성정두정로 19","202602~202702","신규","-","","","아파트"
"11666","충청남도 천안시 서북구 성정동","1324","1324","0000","모아엘가워너비","월세","31.4140","202602","24","600","49","3","2017","성정공원7길 9","202602~202702","신규","-","","","아파트"
"11667","충청남도 천안시 서북구 성정동","785","0785","0000","주공6-1","전세","39.3000","202602","24","6,500","0","4","1989","서부대로 648-13","202603~202803","신규","-","","","아파트"
"11668","충청남도 천안시 서북구 불당동","787","0787","0000","대원칸타빌","전세","84.9020","202602","24","30,000","0","2","2004","불당11로 82","202603~202803","갱신","사용","30,000","0","아파트"
"11669","충청남도 아산시 용화동","1623","1623","0000","용화지구신도브래뉴","월세","59.9660","202602","24","2,000","80","26","2009","용화고길 90","202602~202802","신규","-","","","아파트"
"11670","충청남도 천안시 동남구 청당동","980","0980","0000","행정타운두산위브더파크","월세","72.6890","202602","24","2,000","90","1","2018","청당3길 147","202602~202711","신규","-","","","아파트"
"11671","충청남도 천안시 서북구 성정동","1322","1322","0000","프라지움3차","월세","34.8928","202602","24","2,000","40","6","2014","성정두정로 35","202603~202703","신규","-","","","아파트"
"11672","충청남도 천안시 서북구 성정동","785","0785","0000","주공6-1","전세","39.3000","202602","24","6,500","0","4","1989","서부대로 648-13","202603~202803","신규","-","","","아파트"
"11673","충청남도 천안시 동남구 청당동","1001","1001","0000","청당서희스타힐스","전세","84.9984","202602","24","29,000","0","10","2022","청당4로 45","202604~202804","신규","-","","","아파트"
"11674","충청남도 당진시 송악읍 기지시리","510","0510","0000","힐스테이트당진","전세","72.9256","202602","24","18,000","0","9","2016","틀모시로 738","202604~202804","신규","-","","","아파트"
"11675","충청남도 당진시 우강면 창리","396","0396","0000","합덕우강유탑유블레스","월세","76.3500","202602","24","2,000","60","2","2021","합우로 323-9","202603~202803","신규","-","","","아파트"
"11676","충청남도 천안시 동남구 신방동","874","0874","0000","성지새말2","전세","70.9200","202602","24","13,900","0","7","1997","일봉로 20","202604~202804","신규","-","","","아파트"
"11677","충청남도 천안시 동남구 신방동","895","0895","0000","두레현대1","전세","71.6820","202602","24","12,500","0","15","1997","일봉로 34","202602~202702","신규","-","","","아파트"
"11678","충청남도 천안시 동남구 신방동","873","0873","0000","성지새말1","월세","70.9200","202602","24","4,000","55","19","1997","일봉로 17","202604~202804","신규","-","","","아파트"
"11679","충청남도 천안시 동남구 청당동","458","0458","0000","한양수자인","월세","84.9458","202602","24","2,000","110","6","2011","청수4로 11","202602~202802","신규","-","","","아파트"
"11680","충청남도 당진시 수청동","1551","1551","0000","호반써밋시그니처Ⅰ","전세","84.4927","202602","24","30,000","0","10","2022","수청3로 20","202604~202804","신규","-","","","아파트"
"11681","충청남도 천안시 동남구 풍세면 보성리","772","0772","0000","천안한양수자인에코시티","월세","84.9831","202602","24","2,000","85","20","2023","풍세산단로 290","202603~202703","신규","-","","","아파트"
"11682","충청남도 천안시 동남구 풍세면 보성리","772","0772","0000","천안한양수자인에코시티","전세","59.9177","202602","24","11,000","0","13","2023","풍세산단로 290","202603~202803","갱신","-","9,500","0","아파트"
"11683","충청남도 천안시 서북구 성정동","1335","1335","0000","하이스타운3차","월세","22.3400","202602","24","1,000","35","7","2014","성정공원7길 3","202602~202702","신규","-","","","아파트"
"11684","충청남도 천안시 서북구 두정동","1320","1320","0000","프라지움2","월세","20.1308","202602","24","300","40","5","2013","두정로 216","202602~202702","신규","-","","","아파트"
"11685","충청남도 천안시 서북구 두정동","2078","2078","0000","두정역효성해링턴플레이스","전세","51.8700","202602","24","21,000","0","8","2020","봉정로 324","202603~202803","신규","-","","","아파트"
"11686","충청남도 천안시 서북구 두정동","2082","2082","0000","힐스테이트두정역","전세","84.9615","202602","24","38,000","0","18","2025","북일로 50","202605~202805","신규","-","","","아파트"
"11687","충청남도 천안시 서북구 두정동","2078","2078","0000","두정역효성해링턴플레이스","월세","51.8700","202602","24","2,000","100","24","2020","봉정로 324","202603~202803","신규","-","","","아파트"
"11688","충청남도 천안시 서북구 두정동","1308","1308","0000","더쉼","월세","19.0375","202602","24","500","37","8","2013","두정상가1길 32-16","202603~202702","신규","-","","","아파트"
"11689","충청남도 천안시 서북구 성정동","1324","1324","0000","모아엘가워너비","월세","25.3270","202602","23","500","45","2","2017","성정공원7길 9","202602~202702","신규","-","","","아파트"
"11690","충청남도 아산시 모종동","847","0847","0000","모종금호어울림아이퍼스트","월세","84.9493","202602","23","500","100","2","2022","삼동로16번길 52","202603~202604","신규","-","","","아파트"
"11691","충청남도 아산시 모종동","625","0625","0000","대림이편한세상","전세","84.9400","202602","23","21,000","0","3","2006","문화로 355","202603~202803","갱신","-","21,500","0","아파트"
"11692","충청남도 서산시 읍내동","624-5","0624","0005","부영","전세","49.7200","202602","23","6,379","0","4","1996","부춘1로 19","202603~202703","신규","-","","","아파트"
"11693","충청남도 천안시 서북구 성환읍 매주리","312","0312","0000","성환삼풍","월세","59.3550","202602","23","500","53","5","1993","성환2로 56","202603~202803","갱신","사용","500","50","아파트"
"11694","충청남도 당진시 우강면 창리","396","0396","0000","합덕우강유탑유블레스","전세","84.2700","202602","23","16,000","0","19","2021","합우로 323-9","202605~202805","신규","-","","","아파트"
"11695","충청남도 당진시 대덕동","1877","1877","0000","중흥S-클래스포레힐","월세","84.9352","202602","23","6,470","25","15","2024","대덕1로 102-57","202605~202805","갱신","-","6,470","24","아파트"
"11696","충청남도 당진시 대덕동","1883","1883","0000","당진대덕수청시티프라디움2차","전세","84.9960","202602","23","18,700","0","13","2021","대덕1로 50","202603~202803","신규","-","","","아파트"
"11697","충청남도 당진시 대덕동","1883","1883","0000","당진대덕수청시티프라디움2차","전세","84.9960","202602","23","18,700","0","9","2021","대덕1로 50","202603~202803","신규","-","","","아파트"
"11698","충청남도 당진시 대덕동","1879","1879","0000","중흥에스-클래스파크힐","월세","84.9352","202602","23","3,000","90","3","2020","대덕1로 102-15","-","-","-","","","아파트"
"11699","충청남도 천안시 동남구 목천읍 신계리","127-2","0127","0002","천안목천협성엠파이어","월세","39.8200","202602","23","300","35","12","2013","충절로 874","202603~202803","신규","-","","","아파트"
"11700","충청남도 천안시 동남구 용곡동","462-77","0462","0077","호반써밋센트럴파크Ⅰ","월세","99.7167","202602","23","5,000","120","5","2025","일봉로 51","202603~202803","신규","-","","","아파트"
"11701","충청남도 공주시 옥룡동","103","0103","0000","주공2","월세","51.6600","202602","23","1,000","45","4","1994","우금티로 709-11","202603~202703","신규","-","","","아파트"
"11702","충청남도 천안시 동남구 청당동","436","0436","0000","청당마을신도브래뉴","월세","84.5700","202602","23","2,000","75","3","2006","풍세로 770","202603~202803","신규","-","","","아파트"
"11703","충청남도 천안시 동남구 봉명동","494","0494","0000","봉명청솔(3차)","월세","56.3400","202602","23","500","65","10","2001","봉서8길 13","202603~202803","신규","-","","","아파트"
"11704","충청남도 천안시 동남구 봉명동","513","0513","0000","봉서산아이파크","전세","109.9453","202602","23","33,000","0","14","2018","봉명4길 29","202602~202802","신규","-","","","아파트"
"11705","충청남도 천안시 동남구 청당동","980","0980","0000","행정타운두산위브더파크","월세","84.9710","202602","23","2,000","105","23","2018","청당3길 147","202602~202802","신규","-","","","아파트"
"11706","충청남도 천안시 서북구 쌍용동","389-3","0389","0003","현대1","월세","84.9450","202602","23","1,000","70","11","1991","새말3길 29","202603~202803","신규","-","","","아파트"
"11707","충청남도 천안시 서북구 쌍용동","565","0565","0000","한라동백","전세","59.7600","202602","23","13,900","0","11","1995","쌍용17길 13","202602~202802","갱신","사용","14,400","0","아파트"
"11708","충청남도 천안시 서북구 쌍용동","1282","1282","0000","주공7단지2차","월세","41.8500","202602","23","500","45","9","1995","쌍용11길 55","202602~202802","신규","-","","","아파트"
"11709","충청남도 천안시 서북구 성정동","785","0785","0000","주공6-1","월세","50.0900","202602","23","500","40","2","1989","서부대로 648-13","202603~202803","신규","-","","","아파트"
"11710","충청남도 천안시 서북구 성정동","1345","1345","0000","프라지움7차","월세","30.4979","202602","23","2,000","45","7","2016","성정공원6길 37","202603~202803","신규","-","","","아파트"
"11711","충청남도 천안시 서북구 성정동","643","0643","0000","대우목화3","월세","65.0235","202602","23","1,000","50","3","1989","서부16길 49","202604~202804","신규","-","","","아파트"
"11712","충청남도 천안시 서북구 성정동","1439","1439","0000","라임스톤","월세","18.9435","202602","23","100","38","9","2014","성정공원3길 6","202602~202702","신규","-","","","아파트"
"11713","충청남도 천안시 서북구 성정동","1270","1270","0000","프라지움6차","월세","27.9046","202602","23","500","50","7","2016","성정공원6길 1-12","202602~202702","신규","-","","","아파트"
"11714","충청남도 천안시 서북구 성정동","1324","1324","0000","모아엘가워너비","월세","25.3270","202602","23","500","45","6","2017","성정공원7길 9","202602~202702","신규","-","","","아파트"
"11715","충청남도 천안시 서북구 성정동","1322","1322","0000","프라지움3차","월세","19.9913","202602","23","300","40","5","2014","성정두정로 35","202602~202702","신규","-","","","아파트"
"11716","충청남도 천안시 서북구 성정동","789","0789","0000","주공6-3","월세","46.9900","202602","23","500","40","4","1991","쌍용대로 289-11","202603~202803","신규","-","","","아파트"
"11717","충청남도 아산시 모종동","847","0847","0000","모종금호어울림아이퍼스트","월세","84.9493","202602","23","500","100","2","2022","삼동로16번길 52","202603~202604","신규","-","","","아파트"
"11718","충청남도 서산시 동문동","1000-4","1000","0004","코아루시티","월세","14.2300","202602","23","300","44","7","2018","안견로 271","202602~202702","신규","-","","","아파트"
"11719","충청남도 서산시 동문동","1266","1266","0000","동문한성필하우스","월세","84.9729","202602","23","2,000","107","17","2018","서령로 36","202603~202903","갱신","-","2,000","75","아파트"
"11720","충청남도 아산시 풍기동","229-71","0229","0071","주은","월세","59.5200","202602","23","1,000","65","8","2000","어의정로183번길 14","202605~202805","신규","-","","","아파트"
"11721","충청남도 보령시 동대동","339","0339","0000","현대아파트","월세","84.9700","202602","23","1,000","80","9","1997","동현로 47","202603~202703","신규","-","","","아파트"
"11722","충청남도 아산시 풍기동","440","0440","0000","동일하이빌(아)","전세","84.9851","202602","23","19,950","0","4","2008","남부로 353","202604~202804","갱신","-","19,000","0","아파트"
"11723","충청남도 당진시 읍내동","1451","1451","0000","당진1차푸르지오","전세","102.6794","202602","23","22,000","0","6","2011","북문로 15","202603~202803","신규","-","","","아파트"
"11724","충청남도 천안시 서북구 성성동","697","0697","0000","천안레이크타운2차푸르지오","전세","62.9457","202602","23","26,000","0","21","2018","성성9로 14","202603~202803","신규","-","","","아파트"
"11725","충청남도 천안시 동남구 신방동","869","0869","0000","신동아목련","월세","59.9500","202602","23","1,000","60","4","1996","새말4길 6","202602~202802","신규","-","","","아파트"
"11726","충청남도 아산시 장존동","305","0305","0000","청솔","월세","39.9940","202602","23","300","35","1","2004","외암로 1247","202603~202803","신규","-","","","아파트"
"11727","충청남도 아산시 장존동","305","0305","0000","청솔","월세","39.9940","202602","23","300","35","5","2004","외암로 1247","202602~202802","신규","-","","","아파트"
"11728","충청남도 아산시 장존동","305","0305","0000","청솔","월세","59.9880","202602","23","200","30","10","2004","외암로 1247","202602~202802","신규","-","","","아파트"
"11729","충청남도 천안시 동남구 신방동","920","0920","0000","초원그린타운","월세","39.2700","202602","23","1,000","36","5","1998","신촌4로 16","202602~202802","신규","-","","","아파트"
"11730","충청남도 공주시 신관동","280-3","0280","0003","한빛","전세","59.7300","202602","23","9,000","0","7","1994","신금1길 62-15","202603~202803","신규","-","","","아파트"
"11731","충청남도 공주시 신관동","312-23","0312","0023","신라","월세","65.1600","202602","23","1,000","50","3","1989","한적1길 8-31","202602~202802","신규","-","","","아파트"
"11732","충청남도 천안시 동남구 신방동","909","0909","0000","한라동백2","전세","59.9400","202602","23","13,700","0","18","1998","서부대로 226-12","202603~202803","신규","-","","","아파트"
"11733","충청남도 아산시 배미동","174-3","0174","0003","서진","월세","49.6620","202602","23","500","45","11","2000","서부북로 973","202603~202803","신규","-","","","아파트"
"11734","충청남도 천안시 동남구 풍세면 보성리","772","0772","0000","천안한양수자인에코시티","전세","84.9855","202602","23","11,550","0","7","2023","풍세산단로 290","202603~202803","갱신","사용","11,000","0","아파트"
"11735","충청남도 천안시 동남구 풍세면 보성리","772","0772","0000","천안한양수자인에코시티","월세","84.9610","202602","23","300","40","5","2023","풍세산단로 290","202602~202702","신규","-","","","아파트"
"11736","충청남도 천안시 서북구 두정동","1359","1359","0000","벨라지오","월세","23.7400","202602","23","300","40","12","2014","두정상가1길 3","202602~202702","신규","-","","","아파트"
"11737","충청남도 천안시 서북구 두정동","2035","2035","0000","한성필하우스3차","전세","74.7880","202602","23","20,000","0","11","2004","봉정로 366","202602~202802","신규","-","","","아파트"
